Wall time,Step,Value
1696701486.9593139,10720000,17056160.0
1696701944.4298663,10760000,17044178.0
1696702392.6052995,10800000,17267026.0
1696702842.608682,10840000,16966740.0
1696703292.2009773,10880000,17013208.0
1696703747.7356954,10920000,17153518.0
1696704186.5868206,10960000,17089828.0
1696704620.7157693,11000000,16878888.0
1696705059.0690427,11040000,17149358.0
1696705494.1999283,11080000,16973374.0
1696705928.2799747,11120000,17316086.0
1696706378.7703485,11160000,16627064.0
1696706821.9309976,11200000,16867976.0
1696707259.4874368,11240000,16977942.0
1696707695.1997285,11280000,16792840.0
1696708154.5694144,11320000,17088516.0
1696708608.9303613,11360000,17105282.0
1696709055.1453035,11400000,17037316.0
1696709495.9861553,11440000,16855628.0
1696709941.2148752,11480000,17436692.0
1696710387.0971117,11520000,16847780.0
1696710824.2805374,11560000,17037276.0
1696711266.5275645,11600000,17259474.0
1696711723.6688364,11640000,16746715.0
1696712169.1387017,11680000,17223144.0
1696712609.6826699,11720000,16743267.0
1696713060.09782,11760000,16778382.0
1696713507.8898373,11800000,16666781.0
1696713939.2825134,11840000,16999322.0
1696714374.3651335,11880000,16902346.0
1696714818.3609526,11920000,17055170.0
1696715269.953881,11960000,16917440.0
1696715715.9477584,12000000,17352122.0
1696716161.1056523,12040000,16811368.0
1696716604.628542,12080000,17241054.0
1696717050.064748,12120000,16817886.0
1696717494.1049836,12160000,16900676.0
1696717934.35126,12200000,17159766.0
1696718381.030029,12240000,16839370.0
1696718825.360463,12280000,16803416.0
1696719265.8307323,12320000,16626806.0
1696719708.8753414,12360000,16803142.0
1696720156.1960347,12400000,16793328.0
1696720603.906784,12440000,16743924.0
1696721036.4126065,12480000,16922746.0
1696721475.9097018,12520000,16994554.0
1696721914.8753746,12560000,17165722.0
1696722354.723688,12600000,16894152.0
1696722800.0390947,12640000,16947286.0
1696723245.184634,12680000,16809910.0
1696723695.400257,12720000,17284828.0
1696724137.623292,12760000,17023480.0
1696724575.61614,12800000,16901970.0
1696725020.4373283,12840000,16751382.0
1696725460.2700922,12880000,16972428.0
1696725903.8873713,12920000,16821220.0
1696726352.7160997,12960000,16914110.0
1696726800.3856597,13000000,16674157.0
1696727234.5195339,13040000,17110356.0
1696727672.611396,13080000,16836848.0
1696728117.7661877,13120000,17131678.0
1696728567.8820536,13160000,17122456.0
1696729004.842208,13200000,17085606.0
1696729445.3816242,13240000,17058152.0
1696729884.2393956,13280000,17042878.0
1696730322.600244,13320000,16769016.0
1696730759.9233758,13360000,17192016.0
1696731191.3853416,13400000,16699059.0
1696731631.3065217,13440000,17132834.0
1696732065.7655256,13480000,16657922.0
1696732584.028852,13520000,17359442.0
1696733149.50147,13560000,17254308.0
1696733610.6808863,13600000,16675929.0
1696734058.319976,13640000,17081250.0
1696734536.967547,13680000,17191594.0
1696735056.9120812,13720000,16855076.0
1696735495.5748267,13760000,16803358.0
1696735934.7809718,13800000,16867438.0
1696736372.4658344,13840000,16909110.0
1696736808.4650028,13880000,16548335.0
1696737252.2501073,13920000,17327872.0
1696737695.0870242,13960000,16734108.0
1696738128.2617183,14000000,17222076.0
1696738570.0960898,14040000,16882358.0
1696739014.6915228,14080000,16602305.0
1696739609.5179603,14120000,17250664.0
1696740118.1010547,14160000,16855362.0
1696740753.6346543,14200000,16731759.0
1696741283.2737331,14240000,16890700.0
1696741789.962281,14280000,17017998.0
1696742348.5575557,14320000,17477298.0
1696742904.6444101,14360000,16969492.0
1696743454.9291937,14400000,16983418.0
1696743973.4480925,14440000,16934438.0
1696744475.0744922,14480000,17444814.0
1696745069.5803888,14520000,17309370.0
1696745621.2007244,14560000,16877112.0
1696746198.1352117,14600000,17291356.0
1696746732.2134094,14640000,17021232.0
1696747249.2120633,14680000,17018436.0
1696747759.0180478,14720000,16746176.0
1696748249.4240944,14760000,16936856.0
1696748719.8166008,14800000,16527024.0
